stock_id,target_mean,target_median,target_high,target_low,num_analysts,source,fetched_at
2449,357.6,370.0,435.0,142.0,15,yfinance,2026-05-18T17:18:16+00:00
2451,425.0,425.0,425.0,425.0,1,yfinance,2026-05-17T15:24:58+00:00
2454,3327.2834,3375.0,5000.0,1751.0,24,yfinance,2026-05-18T17:18:27+00:00
2455,328.3,307.5,504.0,160.0,10,yfinance,2026-05-17T15:25:00+00:00
2458,143.33333,135.0,160.0,135.0,3,yfinance,2026-05-17T15:25:02+00:00
2464,73.0,73.0,73.0,73.0,1,yfinance,2026-05-17T15:25:07+00:00
2467,495.0,580.0,605.0,300.0,3,yfinance,2026-05-17T15:25:10+00:00
2474,197.75,195.5,240.0,160.0,4,yfinance,2026-05-17T15:25:14+00:00
2480,185.0,185.0,200.0,170.0,2,yfinance,2026-05-17T15:25:18+00:00
2481,119.0,121.5,148.0,85.0,4,yfinance,2026-05-18T17:20:34+00:00
2498,34.4,34.4,34.4,34.4,1,yfinance,2026-05-17T15:25:33+00:00
2501,27.0,27.0,27.0,27.0,1,yfinance,2026-05-17T15:25:34+00:00
2515,14.0,14.0,14.0,14.0,1,yfinance,2026-05-18T17:20:41+00:00
2528,33.5,33.5,33.5,33.5,1,yfinance,2026-05-17T15:25:46+00:00
2530,27.0,27.0,27.0,27.0,1,yfinance,2026-05-17T15:25:47+00:00
2542,40.0,40.0,40.0,40.0,1,yfinance,2026-05-17T15:25:55+00:00
2548,142.0,142.0,142.0,142.0,1,yfinance,2026-05-17T15:26:00+00:00
2603,238.66667,235.0,312.0,185.0,9,yfinance,2026-05-18T17:20:43+00:00
2605,41.66667,45.0,50.0,30.0,3,yfinance,2026-05-17T15:26:05+00:00
2606,73.5,73.5,78.0,69.0,4,yfinance,2026-05-17T15:26:06+00:00
2609,61.6,62.0,68.0,52.0,5,yfinance,2026-05-17T15:26:09+00:00
2610,21.9625,21.0,25.7,20.0,8,yfinance,2026-05-18T17:20:44+00:00
2612,67.2,72.0,75.0,54.6,3,yfinance,2026-05-17T15:26:11+00:00
2615,89.5,87.0,110.0,74.0,4,yfinance,2026-05-17T15:26:14+00:00
2618,41.025,41.5,45.0,36.0,8,yfinance,2026-05-17T15:26:17+00:00
2634,55.5,55.5,63.0,48.0,4,yfinance,2026-05-17T15:26:19+00:00
2637,82.33333,85.0,88.0,74.0,3,yfinance,2026-05-17T15:26:21+00:00
2641,22.5,22.5,22.5,22.5,1,yfinance,2026-05-17T15:26:23+00:00
2645,190.0,188.0,200.0,184.0,4,yfinance,2026-05-17T15:26:26+00:00
2707,274.0,274.0,274.0,274.0,1,yfinance,2026-05-17T15:26:33+00:00
2723,85.0,85.0,93.0,77.0,2,yfinance,2026-05-17T15:26:38+00:00
2727,257.66666,258.0,275.0,240.0,3,yfinance,2026-05-17T15:26:41+00:00
2731,209.0,209.0,218.0,200.0,2,yfinance,2026-05-17T15:26:42+00:00
2739,84.0,84.0,84.0,84.0,1,yfinance,2026-05-17T15:26:46+00:00
2753,227.0,227.0,234.0,220.0,2,yfinance,2026-05-17T15:26:54+00:00
2755,168.0,168.0,168.0,168.0,1,yfinance,2026-05-18T17:20:48+00:00
2762,105.5,107.0,111.0,97.0,4,yfinance,2026-05-17T15:26:57+00:00
2880,32.3,32.3,37.0,27.6,2,yfinance,2026-05-17T15:27:16+00:00
2881,98.025,99.0,107.6,85.85,10,yfinance,2026-05-17T15:27:17+00:00
2882,78.35556,79.5,85.2,68.0,9,yfinance,2026-05-18T17:20:52+00:00
2883,23.05,23.05,23.1,23.0,2,yfinance,2026-05-17T15:27:23+00:00
2884,35.87143,36.0,39.3,33.0,7,yfinance,2026-05-17T15:27:25+00:00
2885,46.625,45.75,52.0,43.0,4,yfinance,2026-05-18T17:20:52+00:00
2886,40.625,41.3,46.0,35.1,8,yfinance,2026-05-17T15:27:26+00:00
2887,22.6,22.3,27.0,18.8,4,yfinance,2026-05-18T17:20:53+00:00
2890,36.23333,37.0,37.0,34.7,3,yfinance,2026-05-18T17:20:54+00:00
2891,56.05,56.6,59.0,50.0,8,yfinance,2026-05-17T15:27:35+00:00
2892,30.9,30.9,32.0,29.8,2,yfinance,2026-05-17T15:27:38+00:00
2912,260.1111,275.0,320.0,190.0,9,yfinance,2026-05-17T15:27:50+00:00
2949,78.0,78.0,78.0,78.0,1,yfinance,2026-05-17T15:28:06+00:00
3005,149.66667,150.0,160.0,139.0,3,yfinance,2026-05-17T15:28:10+00:00
3008,2896.8333,3000.0,3545.0,2250.0,18,yfinance,2026-05-18T17:20:58+00:00
3013,175.0,175.0,175.0,175.0,1,yfinance,2026-05-17T15:28:14+00:00
3017,3338.1428,3395.0,3650.0,2400.0,14,yfinance,2026-05-18T17:18:16+00:00
3019,148.33333,150.0,150.0,145.0,3,yfinance,2026-05-17T15:28:20+00:00
3022,76.0,76.0,76.0,76.0,1,yfinance,2026-05-17T15:28:22+00:00
3023,319.0,338.0,390.0,235.0,8,yfinance,2026-05-17T15:28:23+00:00
3026,160.0,160.0,160.0,160.0,1,yfinance,2026-05-17T15:28:25+00:00
3029,130.0,130.0,130.0,130.0,1,yfinance,2026-05-17T15:28:28+00:00
3034,450.64706,460.0,610.0,300.0,17,yfinance,2026-05-18T17:18:21+00:00
3035,169.5,180.0,200.0,90.0,9,yfinance,2026-05-17T15:28:34+00:00
3036,303.42856,295.0,350.0,285.0,7,yfinance,2026-05-18T17:21:00+00:00
3037,886.5,952.5,1350.0,440.0,16,yfinance,2026-05-17T15:28:36+00:00
3042,109.5,109.5,115.0,104.0,2,yfinance,2026-05-17T15:28:40+00:00
3044,555.6667,612.5,666.0,408.0,6,yfinance,2026-05-17T15:28:42+00:00
3045,117.28571,117.0,123.0,112.0,7,yfinance,2026-05-18T17:21:01+00:00
3081,2949.125,3342.5,4738.0,645.0,8,yfinance,2026-05-17T15:29:07+00:00
3088,103.0,103.0,118.0,88.0,2,yfinance,2026-05-18T17:21:05+00:00
3105,411.83334,418.0,640.0,124.0,12,yfinance,2026-05-18T17:18:14+00:00
3130,250.0,250.0,250.0,250.0,1,yfinance,2026-05-17T15:29:24+00:00
3131,3634.5,3850.0,4066.0,2090.0,8,yfinance,2026-05-17T15:29:24+00:00
3162,95.0,95.0,95.0,95.0,1,yfinance,2026-05-17T15:29:34+00:00
3189,495.54544,555.0,650.0,250.0,11,yfinance,2026-05-17T15:29:44+00:00
3211,335.0,335.0,350.0,320.0,2,yfinance,2026-05-18T17:21:10+00:00
3217,226.5,226.5,240.0,213.0,2,yfinance,2026-05-17T15:29:52+00:00
3218,150.0,150.0,150.0,150.0,1,yfinance,2026-05-17T15:29:53+00:00
3227,225.0,225.0,225.0,225.0,1,yfinance,2026-05-17T15:29:58+00:00
3231,203.06667,200.0,280.0,145.0,15,yfinance,2026-05-17T15:30:02+00:00
3260,531.0,531.0,531.0,531.0,1,yfinance,2026-05-18T17:21:14+00:00
3264,239.0,239.0,239.0,239.0,1,yfinance,2026-05-17T15:30:10+00:00
3289,205.0,205.0,205.0,205.0,1,yfinance,2026-05-17T15:30:21+00:00
3290,60.0,60.0,60.0,60.0,1,yfinance,2026-05-17T15:30:22+00:00
3293,1000.0,940.0,1200.0,920.0,4,yfinance,2026-05-17T15:30:23+00:00
3324,1373.6923,1340.0,1840.0,1025.0,13,yfinance,2026-05-17T15:30:40+00:00
3357,215.0,215.0,215.0,215.0,1,yfinance,2026-05-18T17:21:18+00:00
3363,708.0,708.0,708.0,708.0,1,yfinance,2026-05-17T15:30:52+00:00
3374,204.0,204.0,208.0,200.0,2,yfinance,2026-05-17T15:30:55+00:00
3376,284.7143,300.0,332.0,235.0,7,yfinance,2026-05-17T15:30:56+00:00
3380,35.0,35.0,35.0,35.0,1,yfinance,2026-05-17T15:30:58+00:00
3406,492.14285,425.0,700.0,380.0,7,yfinance,2026-05-17T15:31:02+00:00
3413,362.0,361.0,380.0,345.0,3,yfinance,2026-05-17T15:31:02+00:00
3416,220.0,220.0,250.0,190.0,2,yfinance,2026-05-17T15:31:03+00:00
3443,4811.5625,4895.0,7000.0,2500.0,16,yfinance,2026-05-17T15:31:12+00:00
3450,360.0,360.0,360.0,360.0,1,yfinance,2026-05-18T17:21:25+00:00
3479,105.0,105.0,105.0,105.0,2,yfinance,2026-05-18T17:21:26+00:00
3481,19.75714,19.5,27.0,12.4,7,yfinance,2026-05-17T15:31:22+00:00
3491,1769.3334,2000.0,2208.0,1100.0,3,yfinance,2026-05-18T17:21:30+00:00
3515,282.0,282.0,284.0,280.0,2,yfinance,2026-05-17T15:31:37+00:00
3526,415.0,415.0,415.0,415.0,1,yfinance,2026-05-17T15:31:45+00:00
3528,41.17647,41.17647,41.17647,41.17647,1,yfinance,2026-05-17T15:31:46+00:00
3529,4558.3335,4950.0,5500.0,3000.0,6,yfinance,2026-05-17T15:31:47+00:00
3533,2664.8572,2890.0,3533.0,1500.0,14,yfinance,2026-05-17T15:31:51+00:00
3563,1200.0,1200.0,1200.0,1200.0,1,yfinance,2026-05-17T15:32:08+00:00
3583,906.6667,700.0,1320.0,700.0,3,yfinance,2026-05-17T15:32:16+00:00
3587,386.0,386.0,425.0,347.0,2,yfinance,2026-05-17T15:32:17+00:00
3592,305.5,305.5,311.0,300.0,2,yfinance,2026-05-17T15:32:20+00:00
3596,238.8,240.0,268.0,220.0,5,yfinance,2026-05-17T15:32:22+00:00
3605,90.66667,90.0,100.0,82.0,3,yfinance,2026-05-17T15:32:24+00:00
3611,220.0,220.0,220.0,220.0,1,yfinance,2026-05-17T15:32:27+00:00
3617,250.0,250.0,250.0,250.0,1,yfinance,2026-05-17T15:32:29+00:00
3622,65.0,65.0,65.0,65.0,1,yfinance,2026-05-17T15:32:30+00:00
3653,5110.222,5300.0,7000.0,1680.0,9,yfinance,2026-05-10T15:29:48+00:00
3661,5733.2144,6000.0,6542.0,3755.0027,14,yfinance,2026-05-17T15:32:43+00:00
3665,3032.75,3215.0,3870.0,1650.0,12,yfinance,2026-05-17T15:32:46+00:00
3673,65.5,65.5,86.0,45.0,2,yfinance,2026-05-17T15:32:50+00:00
3679,730.0,730.0,730.0,730.0,1,yfinance,2026-05-17T15:32:52+00:00
3680,536.5,536.5,648.0,425.0,2,yfinance,2026-05-18T17:18:30+00:00
3684,55.0,55.0,55.0,55.0,1,yfinance,2026-05-17T15:32:53+00:00
3693,350.0,350.0,350.0,350.0,1,yfinance,2026-05-17T15:33:00+00:00
3702,132.0,132.0,143.0,121.0,2,yfinance,2026-05-18T17:21:44+00:00
3704,39.0,39.0,43.0,35.0,2,yfinance,2026-05-18T17:21:45+00:00
3706,121.5,121.5,137.0,106.0,2,yfinance,2026-05-17T15:33:06+00:00
3711,536.5294,564.0,660.0,161.0,17,yfinance,2026-05-18T17:18:26+00:00
3714,29.0,29.0,29.0,29.0,1,yfinance,2026-05-17T15:33:14+00:00
3715,260.0,260.0,260.0,260.0,1,yfinance,2026-05-17T15:33:15+00:00
4105,92.0,92.0,92.0,92.0,1,yfinance,2026-05-17T15:33:20+00:00
4129,143.66667,141.0,158.0,132.0,3,yfinance,2026-05-17T15:33:37+00:00
4137,112.0,112.0,112.0,112.0,1,yfinance,2026-05-17T15:33:40+00:00
4147,192.0,192.0,192.0,192.0,1,yfinance,2026-05-17T15:33:45+00:00
4164,43.0,43.0,43.0,43.0,1,yfinance,2026-05-17T15:33:55+00:00
4169,194.0,194.0,194.0,194.0,1,yfinance,2026-05-17T15:33:59+00:00
4438,94.0,94.0,94.0,94.0,1,yfinance,2026-05-17T15:34:31+00:00
4441,292.6,300.0,353.0,215.0,5,yfinance,2026-05-17T15:34:34+00:00
4536,190.0,190.0,190.0,190.0,2,yfinance,2026-05-17T15:34:52+00:00
4540,92.1,92.1,92.1,92.1,1,yfinance,2026-05-17T15:34:54+00:00
4541,53.0,53.0,56.0,50.0,2,yfinance,2026-05-17T15:34:54+00:00
4551,173.33333,171.0,205.0,153.0,6,yfinance,2026-05-17T15:35:00+00:00
4566,80.15751,80.15751,80.15751,80.15751,1,yfinance,2026-05-17T15:35:13+00:00
4569,166.0,166.0,166.0,166.0,1,yfinance,2026-05-17T15:35:15+00:00
4571,205.66667,207.0,220.0,190.0,3,yfinance,2026-05-17T15:35:15+00:00
4572,140.0,140.0,140.0,140.0,1,yfinance,2026-05-17T15:35:16+00:00
4576,172.0,172.0,224.0,120.0,2,yfinance,2026-05-18T17:22:01+00:00
4583,765.0,765.0,765.0,765.0,1,yfinance,2026-05-17T15:35:20+00:00
4743,308.0,308.0,308.0,308.0,1,yfinance,2026-05-18T17:22:07+00:00
4744,40.0,40.0,40.0,40.0,1,yfinance,2026-05-17T15:35:45+00:00
4749,1230.6,1260.0,1288.0,1125.0,5,yfinance,2026-05-17T15:35:50+00:00
4755,194.0,190.0,217.0,175.0,3,yfinance,2026-05-17T15:35:52+00:00
4760,300.0,300.0,300.0,300.0,1,yfinance,2026-05-17T15:35:53+00:00
4766,440.0,440.0,440.0,440.0,1,yfinance,2026-05-17T15:35:55+00:00
4771,248.33333,243.0,265.0,237.0,3,yfinance,2026-05-17T15:35:59+00:00
4772,360.0,350.0,420.0,280.0,5,yfinance,2026-05-17T15:36:00+00:00
4904,103.33333,103.5,115.0,91.0,6,yfinance,2026-05-18T17:22:09+00:00
4906,27.0,27.0,27.0,27.0,1,yfinance,2026-05-17T15:36:07+00:00
4915,86.8,85.0,100.0,78.0,5,yfinance,2026-05-17T15:36:14+00:00
4919,74.66667,66.0,98.0,60.0,3,yfinance,2026-05-17T15:36:16+00:00
4938,79.75556,83.0,99.6,58.0,9,yfinance,2026-05-18T17:22:11+00:00
4953,140.0,140.0,140.0,140.0,1,yfinance,2026-05-17T15:36:34+00:00
4958,269.0,250.0,380.0,180.0,9,yfinance,2026-05-17T15:36:36+00:00
4966,621.6923,580.0,900.0,520.0,13,yfinance,2026-05-18T17:22:14+00:00
4968,137.5,137.5,160.0,115.0,2,yfinance,2026-05-17T15:36:41+00:00
4971,854.0,854.0,855.0,853.0,2,yfinance,2026-05-18T17:18:19+00:00
4977,132.0,132.0,132.0,132.0,1,yfinance,2026-05-17T15:36:47+00:00
4979,250.0,250.0,250.0,250.0,1,yfinance,2026-05-17T15:36:48+00:00
4991,682.3333,822.0,865.0,360.0,3,yfinance,2026-05-17T15:36:51+00:00
5009,37.7,37.7,38.0,37.4,2,yfinance,2026-05-17T15:36:56+00:00
5203,78.0,78.0,78.0,78.0,1,yfinance,2026-05-17T15:37:04+00:00
5222,190.0,190.0,190.0,190.0,1,yfinance,2026-05-17T15:37:15+00:00
5234,487.33334,490.0,500.0,472.0,3,yfinance,2026-05-17T15:37:21+00:00
5258,56.0,56.0,56.0,56.0,1,yfinance,2026-05-17T15:37:27+00:00
5263,113.0,113.0,113.0,113.0,1,yfinance,2026-05-18T17:22:19+00:00
5269,1666.8889,1700.0,2100.0,1280.0,9,yfinance,2026-05-17T15:37:28+00:00
5274,18405.688,20110.0,25000.0,6100.0,16,yfinance,2026-05-18T17:22:20+00:00
5284,340.0,340.0,350.0,330.0,2,yfinance,2026-05-17T15:37:34+00:00
5287,200.0,200.0,200.0,200.0,1,yfinance,2026-05-17T15:37:36+00:00
5288,215.0,215.0,215.0,215.0,1,yfinance,2026-05-17T15:37:37+00:00
5289,1705.0,1667.5,2385.0,1100.0,4,yfinance,2026-05-17T15:37:38+00:00
5306,123.0,123.0,123.0,123.0,1,yfinance,2026-05-17T15:37:44+00:00
5347,156.625,163.5,190.0,89.0,16,yfinance,2026-05-17T15:37:57+00:00
5371,87.5,87.5,100.0,75.0,2,yfinance,2026-05-17T15:38:04+00:00
5388,104.4,105.0,115.0,95.0,5,yfinance,2026-05-17T15:38:07+00:00
5434,389.0,389.0,408.0,370.0,2,yfinance,2026-05-17T15:38:15+00:00
5483,202.0,202.0,235.0,169.0,2,yfinance,2026-05-18T17:22:27+00:00
5522,78.0,78.0,78.0,78.0,1,yfinance,2026-05-17T15:38:54+00:00
5534,90.0,90.0,90.0,90.0,1,yfinance,2026-05-17T15:39:01+00:00
5536,975.0,975.0,975.0,975.0,1,yfinance,2026-05-17T15:39:02+00:00
5871,128.6,127.0,155.0,112.0,10,yfinance,2026-05-17T15:39:19+00:00
5876,48.0,48.0,48.0,48.0,1,yfinance,2026-05-17T15:39:21+00:00
5903,183.0,183.0,183.0,183.0,1,yfinance,2026-05-17T15:39:25+00:00
5904,556.6667,535.0,630.0,505.0,3,yfinance,2026-05-18T17:22:35+00:00
6121,443.33334,430.0,480.0,420.0,3,yfinance,2026-05-17T15:39:55+00:00
6123,50.0,50.0,50.0,50.0,1,yfinance,2026-05-17T15:39:57+00:00
6125,80.0,80.0,80.0,80.0,1,yfinance,2026-05-17T15:39:59+00:00
6138,300.0,300.0,300.0,300.0,1,yfinance,2026-05-17T15:40:08+00:00
6139,858.0,858.0,858.0,858.0,1,yfinance,2026-05-17T15:40:09+00:00
6146,223.0,223.0,223.0,223.0,1,yfinance,2026-05-17T15:40:15+00:00
6147,170.8,188.0,230.0,55.0,5,yfinance,2026-05-17T15:40:16+00:00
6166,101.0,101.0,101.0,101.0,1,yfinance,2026-05-17T15:40:31+00:00
6176,145.0,147.5,170.0,115.0,4,yfinance,2026-05-18T17:22:41+00:00
6177,63.33333,64.0,69.0,57.0,3,yfinance,2026-05-17T15:40:42+00:00
6180,56.0,56.0,56.0,56.0,1,yfinance,2026-05-17T15:40:44+00:00
6187,1230.0,1365.0,1650.0,540.0,4,yfinance,2026-05-17T15:40:50+00:00
6191,125.0,125.0,125.0,125.0,1,yfinance,2026-05-17T15:40:53+00:00
6196,379.5,385.0,450.0,298.0,4,yfinance,2026-05-17T15:40:57+00:00
6202,59.0,59.0,60.0,58.0,2,yfinance,2026-05-17T15:41:02+00:00
6206,158.0,164.5,180.0,123.0,4,yfinance,2026-05-18T17:22:43+00:00
6213,227.33333,280.0,345.0,115.0,9,yfinance,2026-05-10T15:38:37+00:00
6223,6506.5,7575.0,8800.0,2250.0,10,yfinance,2026-05-18T17:18:15+00:00
6239,264.375,277.5,325.0,125.0,8,yfinance,2026-05-17T15:41:37+00:00
6245,130.0,130.0,130.0,130.0,1,yfinance,2026-05-17T15:41:44+00:00
6257,157.0,157.0,157.0,157.0,1,yfinance,2026-05-17T15:41:46+00:00
6269,67.25,67.5,80.0,54.0,4,yfinance,2026-05-17T15:41:54+00:00
6271,184.75,186.5,250.0,116.0,4,yfinance,2026-05-17T15:41:55+00:00
6274,1693.5834,1695.0,2000.0,900.0,12,yfinance,2026-05-17T15:41:57+00:00
6277,73.5,73.5,75.0,72.0,2,yfinance,2026-05-17T15:42:00+00:00
6278,162.5,162.5,167.0,158.0,2,yfinance,2026-05-18T17:22:45+00:00
6279,156.375,156.5,190.0,125.0,8,yfinance,2026-05-17T15:42:02+00:00
6285,245.83333,272.5,318.0,130.0,6,yfinance,2026-05-17T15:42:07+00:00
6409,1253.0,1185.0,1600.0,900.0,5,yfinance,2026-05-17T15:42:13+00:00
6412,111.0,111.0,111.0,111.0,1,yfinance,2026-05-17T15:42:14+00:00
6414,355.0,337.5,435.0,310.0,4,yfinance,2026-05-17T15:42:15+00:00
6415,439.6569,423.755,702.0,180.0,16,yfinance,2026-05-17T15:42:16+00:00
6423,110.0,110.0,110.0,110.0,1,yfinance,2026-05-17T15:42:21+00:00
6435,142.0,142.0,142.0,142.0,1,yfinance,2026-05-17T15:42:26+00:00
6438,215.0,215.0,215.0,215.0,1,yfinance,2026-05-17T15:42:27+00:00
6442,3333.0,3333.0,3333.0,3333.0,1,yfinance,2026-05-17T15:42:29+00:00
6446,778.8333,765.0,1090.0,550.0,6,yfinance,2026-05-18T17:22:49+00:00
6456,71.0,71.0,75.0,67.0,2,yfinance,2026-05-17T15:42:33+00:00
6462,105.0,105.0,105.0,105.0,1,yfinance,2026-05-18T17:22:50+00:00
6469,90.0,90.0,95.0,85.0,2,yfinance,2026-05-17T15:42:38+00:00
6472,741.3519,690.645,1060.0,530.0,6,yfinance,2026-05-18T17:22:50+00:00
6488,618.0,560.0,901.0,470.0,13,yfinance,2026-05-17T15:42:46+00:00
6491,350.0,355.0,375.0,315.0,4,yfinance,2026-05-17T15:42:47+00:00
